Locality,BHK,Bathrooms,Area (SqFt),Rent (INR/month),Rent/SqFt,Property Type,Furnishing,City,Source
Brindavan Colony-Toli Chowki,2.0,2.0,1510.0,23000.0,15.37,Independent House,Furnished,Hyderabad,Synthetic
Brindavan Colony-Toli Chowki,2.0,2.0,1440.0,24000.0,16.72,Independent House,Semi-Furnished,Hyderabad,Synthetic
Brindavan Colony-Toli Chowki,2.0,2.0,1360.0,19000.0,13.91,Apartment,Unfurnished,Hyderabad,Synthetic
Brindavan Colony-Toli Chowki,3.0,2.0,1070.0,15500.0,14.68,Apartment,Unfurnished,Hyderabad,Synthetic
Brindavan Colony-Toli Chowki,3.0,2.0,1370.0,20000.0,14.57,Apartment,Semi-Furnished,Hyderabad,Synthetic
Brindavan Colony-Toli Chowki,2.0,2.0,810.0,12500.0,15.16,Villa,Semi-Furnished,Hyderabad,Synthetic
Brindavan Colony-Toli Chowki,4.0,3.0,1630.0,24500.0,15.06,Independent House,Semi-Furnished,Hyderabad,Synthetic
Brindavan Colony-Toli Chowki,2.0,2.0,1360.0,21000.0,15.42,Apartment,Semi-Furnished,Hyderabad,Synthetic
Brindavan Colony-Toli Chowki,2.0,2.0,1390.0,20500.0,14.92,Apartment,Furnished,Hyderabad,Synthetic
Brindavan Colony-Toli Chowki,4.0,3.0,1410.0,19500.0,13.95,Villa,Semi-Furnished,Hyderabad,Synthetic
Brindavan Colony-Toli Chowki,4.0,3.0,990.0,13500.0,13.7,Apartment,Semi-Furnished,Hyderabad,Synthetic
Brindavan Colony-Toli Chowki,1.0,1.0,980.0,14500.0,14.87,Apartment,Semi-Furnished,Hyderabad,Synthetic
Brindavan Colony-Toli Chowki,2.0,2.0,1630.0,24000.0,14.71,Apartment,Furnished,Hyderabad,Synthetic
Brindavan Colony-Toli Chowki,3.0,2.0,1330.0,20500.0,15.51,Apartment,Furnished,Hyderabad,Synthetic
Brindavan Colony-Toli Chowki,3.0,2.0,1370.0,19500.0,14.29,Apartment,Furnished,Hyderabad,Synthetic
Brindavan Colony-Toli Chowki,3.0,2.0,1640.0,24000.0,14.63,Apartment,Semi-Furnished,Hyderabad,Synthetic
Brindavan Colony-Toli Chowki,2.0,2.0,1060.0,16500.0,15.44,Villa,Unfurnished,Hyderabad,Synthetic
Brindavan Colony-Toli Chowki,2.0,2.0,1560.0,25500.0,16.36,Independent House,Unfurnished,Hyderabad,Synthetic
Brindavan Colony-Toli Chowki,2.0,2.0,1650.0,26500.0,16.12,Apartment,Semi-Furnished,Hyderabad,Synthetic
Brindavan Colony-Toli Chowki,3.0,2.0,1970.0,30500.0,15.56,Independent House,Semi-Furnished,Hyderabad,Synthetic
Brindavan Colony-Toli Chowki,3.0,2.0,1970.0,30000.0,15.13,Apartment,Semi-Furnished,Hyderabad,Synthetic
Buddha Nagar Colony,1.0,1.0,1510.0,14000.0,9.33,Apartment,Unfurnished,Hyderabad,Synthetic
Buddha Nagar Colony,2.0,2.0,1430.0,12500.0,8.65,Apartment,Semi-Furnished,Hyderabad,Synthetic
Buddha Nagar Colony,3.0,2.0,1680.0,14500.0,8.59,Independent House,Furnished,Hyderabad,Synthetic
Buddha Nagar Colony,4.0,3.0,1870.0,13500.0,7.12,Apartment,Unfurnished,Hyderabad,Synthetic
Buddha Nagar Colony,2.0,2.0,1490.0,13000.0,8.79,Villa,Furnished,Hyderabad,Synthetic
Buddha Nagar Colony,3.0,2.0,1700.0,15000.0,8.74,Apartment,Unfurnished,Hyderabad,Synthetic
Buddha Nagar Colony,2.0,2.0,1430.0,11500.0,8.18,Apartment,Unfurnished,Hyderabad,Synthetic
Buddha Nagar Colony,2.0,2.0,1600.0,14000.0,8.7,Apartment,Semi-Furnished,Hyderabad,Synthetic
Buddha Nagar Colony,2.0,2.0,1340.0,11000.0,8.3,Independent House,Unfurnished,Hyderabad,Synthetic
Buddha Nagar Colony,2.0,2.0,1540.0,11500.0,7.6,Apartment,Furnished,Hyderabad,Synthetic
Buddha Nagar Colony,2.0,2.0,1640.0,13500.0,8.23,Apartment,Furnished,Hyderabad,Synthetic
Buddha Nagar Colony,3.0,2.0,1620.0,13500.0,8.34,Villa,Furnished,Hyderabad,Synthetic
Buddha Nagar Colony,4.0,3.0,1850.0,13000.0,7.04,Apartment,Furnished,Hyderabad,Synthetic
Buddha Nagar Colony,4.0,3.0,1970.0,16000.0,8.23,Villa,Furnished,Hyderabad,Synthetic
Buddha Nagar Colony,3.0,2.0,1660.0,12500.0,7.59,Apartment,Semi-Furnished,Hyderabad,Synthetic
Buddha Nagar Colony,1.0,1.0,1420.0,12500.0,8.96,Apartment,Furnished,Hyderabad,Synthetic
Buddha Nagar Colony,2.0,2.0,1420.0,10500.0,7.38,Apartment,Furnished,Hyderabad,Synthetic
Buddha Nagar Colony,2.0,2.0,1450.0,12000.0,8.37,Apartment,Semi-Furnished,Hyderabad,Synthetic
Buddha Nagar Colony,3.0,2.0,1690.0,15000.0,8.94,Apartment,Furnished,Hyderabad,Synthetic
Buddha Nagar Colony,3.0,2.0,1730.0,11500.0,6.7,Independent House,Unfurnished,Hyderabad,Synthetic
Buddha Nagar Colony,3.0,2.0,1840.0,11500.0,6.2,Apartment,Unfurnished,Hyderabad,Synthetic
Buddha Nagar Colony,4.0,3.0,1800.0,12000.0,6.8,Independent House,Furnished,Hyderabad,Synthetic
Buddha Nagar Colony,1.0,1.0,1390.0,12500.0,9.11,Apartment,Furnished,Hyderabad,Synthetic
Buddha Nagar Colony,3.0,2.0,1750.0,14000.0,8.03,Villa,Unfurnished,Hyderabad,Synthetic
Buddha Nagar Colony,3.0,2.0,1700.0,14000.0,8.18,Apartment,Unfurnished,Hyderabad,Synthetic
Buddha Nagar Colony,2.0,2.0,1410.0,10000.0,7.18,Independent House,Furnished,Hyderabad,Synthetic
Buddha Nagar Colony,1.0,1.0,1210.0,9500.0,7.81,Apartment,Semi-Furnished,Hyderabad,Synthetic
Buddha Nagar Colony,2.0,2.0,1720.0,13500.0,7.87,Apartment,Furnished,Hyderabad,Synthetic
Buddha Nagar Colony,2.0,2.0,1490.0,12500.0,8.27,Apartment,Semi-Furnished,Hyderabad,Synthetic
CMC Enclave,3.0,2.0,1240.0,32000.0,25.94,Apartment,Furnished,Hyderabad,Synthetic
CMC Enclave,4.0,3.0,1840.0,45500.0,24.61,Independent House,Unfurnished,Hyderabad,Synthetic
CMC Enclave,3.0,2.0,1420.0,38000.0,26.83,Apartment,Semi-Furnished,Hyderabad,Synthetic
CMC Enclave,2.0,2.0,1180.0,32000.0,27.18,Apartment,Semi-Furnished,Hyderabad,Synthetic
CMC Enclave,3.0,2.0,1500.0,40000.0,26.56,Apartment,Furnished,Hyderabad,Synthetic
CMC Enclave,4.0,3.0,1430.0,37500.0,26.23,Apartment,Furnished,Hyderabad,Synthetic
CMC Enclave,2.0,2.0,1310.0,36500.0,27.82,Independent House,Semi-Furnished,Hyderabad,Synthetic
CMC Enclave,2.0,2.0,1200.0,35000.0,29.13,Apartment,Unfurnished,Hyderabad,Synthetic
CMC Enclave,3.0,2.0,1460.0,40000.0,27.28,Apartment,Furnished,Hyderabad,Synthetic
CMC Enclave,2.0,2.0,1310.0,36000.0,27.45,Apartment,Semi-Furnished,Hyderabad,Synthetic
CMC Enclave,3.0,2.0,1450.0,38000.0,26.17,Apartment,Unfurnished,Hyderabad,Synthetic
CMC Enclave,1.0,1.0,1140.0,31000.0,27.34,Independent House,Unfurnished,Hyderabad,Synthetic
CMC Enclave,2.0,2.0,1290.0,36000.0,27.94,Apartment,Semi-Furnished,Hyderabad,Synthetic
CMC Enclave,2.0,2.0,1360.0,36500.0,26.87,Independent House,Semi-Furnished,Hyderabad,Synthetic
CMC Enclave,3.0,2.0,1550.0,41000.0,26.36,Independent House,Furnished,Hyderabad,Synthetic
CMC Enclave,2.0,2.0,1370.0,37500.0,27.5,Independent House,Semi-Furnished,Hyderabad,Synthetic
CMC Enclave,3.0,2.0,1510.0,40000.0,26.65,Apartment,Semi-Furnished,Hyderabad,Synthetic
CMC Enclave,1.0,1.0,1020.0,28500.0,27.83,Apartment,Semi-Furnished,Hyderabad,Synthetic
CMC Enclave,1.0,1.0,900.0,26000.0,29.07,Apartment,Unfurnished,Hyderabad,Synthetic
CMC Enclave,4.0,3.0,1560.0,40500.0,26.05,Independent House,Semi-Furnished,Hyderabad,Synthetic
CMC Enclave,2.0,2.0,1230.0,33500.0,27.13,Apartment,Furnished,Hyderabad,Synthetic
CMC Enclave,4.0,3.0,1670.0,42000.0,25.08,Independent House,Semi-Furnished,Hyderabad,Synthetic
CMC Enclave,4.0,3.0,1630.0,42000.0,25.88,Apartment,Semi-Furnished,Hyderabad,Synthetic
CMC Enclave,2.0,2.0,1340.0,35000.0,26.04,Apartment,Unfurnished,Hyderabad,Synthetic
CMC Enclave,3.0,2.0,1340.0,35500.0,26.6,Independent House,Semi-Furnished,Hyderabad,Synthetic
CMC Enclave,4.0,3.0,1620.0,42500.0,26.16,Apartment,Semi-Furnished,Hyderabad,Synthetic
CMC Enclave,1.0,1.0,1060.0,29500.0,28.02,Apartment,Unfurnished,Hyderabad,Synthetic
CMC Enclave,2.0,2.0,1270.0,35000.0,27.69,Apartment,Furnished,Hyderabad,Synthetic
CMC Enclave,2.0,2.0,1150.0,32000.0,27.65,Independent House,Semi-Furnished,Hyderabad,Synthetic
CMC Enclave,2.0,2.0,1280.0,36000.0,28.03,Independent House,Semi-Furnished,Hyderabad,Synthetic
Chaitanyapuri,1.0,1.0,830.0,6500.0,7.69,Independent House,Semi-Furnished,Hyderabad,Synthetic
Chaitanyapuri,4.0,3.0,1540.0,9500.0,6.18,Villa,Semi-Furnished,Hyderabad,Synthetic
Chaitanyapuri,3.0,2.0,1180.0,9500.0,8.04,Apartment,Unfurnished,Hyderabad,Synthetic
Chaitanyapuri,2.0,2.0,940.0,8000.0,8.65,Apartment,Semi-Furnished,Hyderabad,Synthetic
Chaitanyapuri,3.0,2.0,1330.0,9000.0,6.75,Apartment,Furnished,Hyderabad,Synthetic
Chaitanyapuri,1.0,1.0,930.0,7500.0,7.98,Apartment,Unfurnished,Hyderabad,Synthetic
Chaitanyapuri,3.0,2.0,1120.0,9500.0,8.54,Apartment,Semi-Furnished,Hyderabad,Synthetic
Chaitanyapuri,2.0,2.0,930.0,7500.0,8.16,Apartment,Furnished,Hyderabad,Synthetic
Chaitanyapuri,1.0,1.0,960.0,7000.0,7.41,Apartment,Semi-Furnished,Hyderabad,Synthetic
Chaitanyapuri,3.0,2.0,1330.0,10500.0,7.73,Villa,Semi-Furnished,Hyderabad,Synthetic
Chaitanyapuri,3.0,2.0,1200.0,10000.0,8.18,Independent House,Semi-Furnished,Hyderabad,Synthetic
Chaitanyapuri,4.0,3.0,1390.0,10500.0,7.65,Apartment,Unfurnished,Hyderabad,Synthetic
Chaitanyapuri,3.0,2.0,1150.0,8000.0,6.91,Apartment,Unfurnished,Hyderabad,Synthetic
Chaitanyapuri,3.0,2.0,1100.0,8500.0,7.95,Apartment,Furnished,Hyderabad,Synthetic
Chaitanyapuri,2.0,2.0,940.0,7000.0,7.56,Independent House,Semi-Furnished,Hyderabad,Synthetic
Chaitanyapuri,2.0,2.0,1000.0,7500.0,7.69,Apartment,Unfurnished,Hyderabad,Synthetic
Chaitanyapuri,2.0,2.0,1050.0,10000.0,9.36,Apartment,Unfurnished,Hyderabad,Synthetic
Chaitanyapuri,4.0,3.0,1510.0,12500.0,8.24,Apartment,Furnished,Hyderabad,Synthetic
Chaitanyapuri,3.0,2.0,1250.0,8000.0,6.35,Independent House,Furnished,Hyderabad,Synthetic
Chaitanyapuri,2.0,2.0,1040.0,9500.0,8.93,Apartment,Furnished,Hyderabad,Synthetic
Chaitanyapuri,2.0,2.0,890.0,6000.0,6.92,Villa,Furnished,Hyderabad,Synthetic
Chaitanyapuri,1.0,1.0,680.0,6500.0,9.42,Apartment,Semi-Furnished,Hyderabad,Synthetic
Chaitanyapuri,3.0,2.0,1290.0,11000.0,8.64,Apartment,Furnished,Hyderabad,Synthetic
Chaitanyapuri,2.0,2.0,990.0,7500.0,7.67,Apartment,Semi-Furnished,Hyderabad,Synthetic
Chaitanyapuri,3.0,2.0,1090.0,7500.0,6.85,Apartment,Furnished,Hyderabad,Synthetic
Chaitanyapuri,3.0,2.0,1330.0,9500.0,6.98,Apartment,Semi-Furnished,Hyderabad,Synthetic
Chaitanyapuri,3.0,2.0,1340.0,11500.0,8.73,Apartment,Furnished,Hyderabad,Synthetic
Chaitanyapuri,2.0,2.0,1090.0,9000.0,8.27,Apartment,Semi-Furnished,Hyderabad,Synthetic
Chaitanyapuri,3.0,2.0,1300.0,10500.0,8.0,Apartment,Furnished,Hyderabad,Synthetic
Chaitanyapuri,1.0,1.0,760.0,6500.0,8.38,Apartment,Semi-Furnished,Hyderabad,Synthetic
Champapet,2.0,2.0,1190.0,14000.0,11.78,Independent House,Semi-Furnished,Hyderabad,Synthetic
Champapet,1.0,1.0,1100.0,13500.0,12.46,Independent House,Unfurnished,Hyderabad,Synthetic
Champapet,2.0,2.0,1120.0,13000.0,11.79,Apartment,Furnished,Hyderabad,Synthetic
Champapet,2.0,2.0,1170.0,14500.0,12.35,Apartment,Semi-Furnished,Hyderabad,Synthetic
Champapet,3.0,2.0,1280.0,16500.0,12.8,Apartment,Furnished,Hyderabad,Synthetic
Champapet,3.0,2.0,1450.0,15500.0,10.85,Apartment,Semi-Furnished,Hyderabad,Synthetic
Champapet,3.0,2.0,1430.0,16500.0,11.64,Independent House,Unfurnished,Hyderabad,Synthetic
Champapet,3.0,2.0,1510.0,17000.0,11.21,Apartment,Unfurnished,Hyderabad,Synthetic
Champapet,1.0,1.0,970.0,12500.0,12.78,Apartment,Furnished,Hyderabad,Synthetic
Champapet,2.0,2.0,1190.0,12500.0,10.34,Villa,Semi-Furnished,Hyderabad,Synthetic
Champapet,2.0,2.0,1460.0,19500.0,13.4,Apartment,Semi-Furnished,Hyderabad,Synthetic
Champapet,1.0,1.0,1030.0,12000.0,11.55,Independent House,Furnished,Hyderabad,Synthetic
Champapet,4.0,3.0,1610.0,15500.0,9.55,Independent House,Furnished,Hyderabad,Synthetic
Champapet,4.0,3.0,1580.0,19000.0,11.88,Apartment,Unfurnished,Hyderabad,Synthetic
Champapet,1.0,1.0,950.0,12500.0,13.24,Apartment,Unfurnished,Hyderabad,Synthetic
Champapet,4.0,3.0,1730.0,19000.0,10.9,Villa,Unfurnished,Hyderabad,Synthetic
Champapet,2.0,2.0,1190.0,13000.0,11.02,Apartment,Unfurnished,Hyderabad,Synthetic
Champapet,3.0,2.0,1310.0,15500.0,11.86,Apartment,Unfurnished,Hyderabad,Synthetic
Champapet,4.0,3.0,1600.0,15000.0,9.42,Apartment,Semi-Furnished,Hyderabad,Synthetic
Champapet,2.0,2.0,1140.0,13000.0,11.21,Apartment,Furnished,Hyderabad,Synthetic
Champapet,3.0,2.0,1490.0,17000.0,11.45,Apartment,Semi-Furnished,Hyderabad,Synthetic
Champapet,3.0,2.0,1590.0,17500.0,10.92,Independent House,Furnished,Hyderabad,Synthetic
Champapet,3.0,2.0,1480.0,16000.0,10.71,Apartment,Furnished,Hyderabad,Synthetic
Champapet,1.0,1.0,1070.0,13500.0,12.64,Apartment,Unfurnished,Hyderabad,Synthetic
Champapet,3.0,2.0,1320.0,15500.0,11.7,Apartment,Semi-Furnished,Hyderabad,Synthetic
Champapet,2.0,2.0,1410.0,16000.0,11.4,Apartment,Furnished,Hyderabad,Synthetic
Champapet,2.0,2.0,1120.0,12500.0,11.08,Apartment,Semi-Furnished,Hyderabad,Synthetic
Champapet,2.0,2.0,1270.0,16000.0,12.41,Apartment,Furnished,Hyderabad,Synthetic
Champapet,4.0,3.0,1610.0,17500.0,10.81,Villa,Semi-Furnished,Hyderabad,Synthetic
Champapet,4.0,3.0,1420.0,14000.0,9.98,Apartment,Furnished,Hyderabad,Synthetic
Chanda Nagar,2.0,2.0,810.0,7000.0,8.7,Apartment,Unfurnished,Hyderabad,Synthetic
Chanda Nagar,4.0,3.0,1220.0,9000.0,7.24,Apartment,Furnished,Hyderabad,Synthetic
Chanda Nagar,2.0,2.0,760.0,7000.0,9.3,Apartment,Semi-Furnished,Hyderabad,Synthetic
Chanda Nagar,3.0,2.0,1010.0,8500.0,8.22,Apartment,Furnished,Hyderabad,Synthetic
Chanda Nagar,4.0,3.0,1370.0,12000.0,8.69,Villa,Unfurnished,Hyderabad,Synthetic
Chanda Nagar,3.0,2.0,1180.0,11500.0,9.59,Apartment,Furnished,Hyderabad,Synthetic
Chanda Nagar,4.0,3.0,1330.0,12500.0,9.22,Independent House,Semi-Furnished,Hyderabad,Synthetic
Chanda Nagar,3.0,2.0,1140.0,11500.0,9.99,Apartment,Furnished,Hyderabad,Synthetic
Chanda Nagar,4.0,3.0,1120.0,10500.0,9.55,Independent House,Furnished,Hyderabad,Synthetic
Chanda Nagar,1.0,1.0,700.0,8000.0,11.69,Villa,Semi-Furnished,Hyderabad,Synthetic
Chanda Nagar,1.0,1.0,680.0,6500.0,9.42,Independent House,Furnished,Hyderabad,Synthetic
Chanda Nagar,3.0,2.0,1210.0,11500.0,9.63,Apartment,Semi-Furnished,Hyderabad,Synthetic
Chanda Nagar,3.0,2.0,960.0,9500.0,9.69,Apartment,Semi-Furnished,Hyderabad,Synthetic
Chanda Nagar,3.0,2.0,1120.0,10500.0,9.33,Villa,Furnished,Hyderabad,Synthetic
Chanda Nagar,3.0,2.0,1020.0,9500.0,9.5,Independent House,Semi-Furnished,Hyderabad,Synthetic
Chanda Nagar,3.0,2.0,1100.0,9500.0,8.82,Villa,Furnished,Hyderabad,Synthetic
Chanda Nagar,4.0,3.0,1270.0,12000.0,9.5,Apartment,Semi-Furnished,Hyderabad,Synthetic
Chanda Nagar,3.0,2.0,960.0,8000.0,8.34,Apartment,Semi-Furnished,Hyderabad,Synthetic
Chanda Nagar,3.0,2.0,980.0,8000.0,7.92,Apartment,Unfurnished,Hyderabad,Synthetic
Chanda Nagar,3.0,2.0,1080.0,9000.0,8.24,Apartment,Unfurnished,Hyderabad,Synthetic
Chanda Nagar,2.0,2.0,870.0,8000.0,9.42,Independent House,Semi-Furnished,Hyderabad,Synthetic
Chanda Nagar,4.0,3.0,1220.0,11500.0,9.6,Villa,Furnished,Hyderabad,Synthetic
Chanda Nagar,2.0,2.0,950.0,9000.0,9.33,Apartment,Semi-Furnished,Hyderabad,Synthetic
Chanda Nagar,4.0,3.0,1260.0,12500.0,9.79,Villa,Semi-Furnished,Hyderabad,Synthetic
Chanda Nagar,4.0,3.0,1210.0,10000.0,8.42,Apartment,Furnished,Hyderabad,Synthetic
Chanda Nagar,1.0,1.0,620.0,6000.0,9.72,Apartment,Semi-Furnished,Hyderabad,Synthetic
Chanda Nagar,3.0,2.0,1030.0,8500.0,8.4,Independent House,Unfurnished,Hyderabad,Synthetic
Chanda Nagar,2.0,2.0,910.0,8500.0,9.26,Independent House,Semi-Furnished,Hyderabad,Synthetic
Chanda Nagar,2.0,2.0,830.0,6500.0,7.93,Villa,Semi-Furnished,Hyderabad,Synthetic
Chandanagar,1.0,1.0,800.0,9500.0,11.9,Independent House,Semi-Furnished,Hyderabad,Synthetic
Chandanagar,2.0,2.0,2050.0,25500.0,12.48,Independent House,Unfurnished,Hyderabad,Synthetic
Chandanagar,2.0,2.0,960.0,9000.0,9.34,Apartment,Furnished,Hyderabad,Synthetic
Chandanagar,3.0,2.0,1850.0,22500.0,12.06,Villa,Unfurnished,Hyderabad,Synthetic
Chandanagar,4.0,3.0,2150.0,18500.0,8.51,Apartment,Furnished,Hyderabad,Synthetic
Chandanagar,2.0,2.0,1490.0,20000.0,13.53,Villa,Semi-Furnished,Hyderabad,Synthetic
Chandanagar,1.0,1.0,3900.0,46000.0,11.75,Apartment,Furnished,Hyderabad,Synthetic
Chandanagar,2.0,2.0,1190.0,15500.0,12.82,Apartment,Furnished,Hyderabad,Synthetic
Chandanagar,2.0,2.0,820.0,7500.0,8.93,Apartment,Semi-Furnished,Hyderabad,Synthetic
Chandanagar,3.0,2.0,4850.0,60500.0,12.48,Apartment,Furnished,Hyderabad,Synthetic
Chandanagar,3.0,2.0,1300.0,16000.0,12.2,Apartment,Semi-Furnished,Hyderabad,Synthetic
Chandanagar,3.0,2.0,1490.0,17000.0,11.35,Apartment,Semi-Furnished,Hyderabad,Synthetic
Chandanagar,3.0,2.0,1690.0,22500.0,13.17,Villa,Furnished,Hyderabad,Synthetic
Chandanagar,4.0,3.0,1480.0,19500.0,13.07,Villa,Furnished,Hyderabad,Synthetic
Chandanagar,3.0,2.0,1350.0,17000.0,12.63,Villa,Furnished,Hyderabad,Synthetic
Chandanagar,3.0,2.0,1410.0,14500.0,10.41,Apartment,Semi-Furnished,Hyderabad,Synthetic
Chandanagar,3.0,2.0,4100.0,43000.0,10.52,Villa,Semi-Furnished,Hyderabad,Synthetic
Chandanagar,2.0,2.0,550.0,6500.0,11.8,Villa,Semi-Furnished,Hyderabad,Synthetic
Chandanagar,3.0,2.0,810.0,12500.0,15.64,Villa,Unfurnished,Hyderabad,Synthetic
Chandanagar,4.0,3.0,1460.0,14500.0,9.78,Apartment,Furnished,Hyderabad,Synthetic
Chandanagar,3.0,2.0,2580.0,31000.0,11.97,Apartment,Semi-Furnished,Hyderabad,Synthetic
Chandanagar,3.0,2.0,3620.0,38500.0,10.62,Apartment,Semi-Furnished,Hyderabad,Synthetic
Chandanagar,3.0,2.0,1500.0,18000.0,11.95,Independent House,Semi-Furnished,Hyderabad,Synthetic
Chandanagar,3.0,2.0,1510.0,18500.0,12.41,Independent House,Semi-Furnished,Hyderabad,Synthetic
Chandanagar,3.0,2.0,300.0,5000.0,11.49,Apartment,Furnished,Hyderabad,Synthetic
Chandanagar,2.0,2.0,2210.0,27000.0,12.14,Apartment,Furnished,Hyderabad,Synthetic
Chandanagar,3.0,2.0,1100.0,11000.0,9.88,Apartment,Semi-Furnished,Hyderabad,Synthetic
Chandanagar,3.0,2.0,4310.0,49500.0,11.47,Apartment,Unfurnished,Hyderabad,Synthetic
Chandanagar,3.0,2.0,3160.0,33500.0,10.63,Independent House,Semi-Furnished,Hyderabad,Synthetic
Chandanagar,3.0,2.0,2310.0,20500.0,8.83,Apartment,Semi-Furnished,Hyderabad,Synthetic
Chatta Bazaar,3.0,2.0,1450.0,16500.0,11.25,Apartment,Semi-Furnished,Hyderabad,Synthetic
Chatta Bazaar,4.0,3.0,1640.0,17500.0,10.59,Apartment,Furnished,Hyderabad,Synthetic
Chatta Bazaar,2.0,2.0,1080.0,12000.0,10.93,Apartment,Semi-Furnished,Hyderabad,Synthetic
Chatta Bazaar,2.0,2.0,1310.0,14000.0,10.83,Independent House,Furnished,Hyderabad,Synthetic
Chatta Bazaar,2.0,2.0,1150.0,14000.0,11.98,Apartment,Unfurnished,Hyderabad,Synthetic
Chatta Bazaar,1.0,1.0,940.0,10500.0,11.42,Apartment,Unfurnished,Hyderabad,Synthetic
Chatta Bazaar,2.0,2.0,1310.0,13500.0,10.49,Independent House,Furnished,Hyderabad,Synthetic
Chatta Bazaar,3.0,2.0,1340.0,13000.0,9.75,Apartment,Furnished,Hyderabad,Synthetic
Chatta Bazaar,2.0,2.0,1200.0,12500.0,10.6,Villa,Semi-Furnished,Hyderabad,Synthetic
Chatta Bazaar,3.0,2.0,1240.0,15500.0,12.53,Apartment,Furnished,Hyderabad,Synthetic
Chatta Bazaar,2.0,2.0,1210.0,12500.0,10.32,Apartment,Furnished,Hyderabad,Synthetic
Chatta Bazaar,2.0,2.0,1150.0,11500.0,9.97,Apartment,Semi-Furnished,Hyderabad,Synthetic
Chatta Bazaar,2.0,2.0,1230.0,13000.0,10.69,Apartment,Unfurnished,Hyderabad,Synthetic
Chatta Bazaar,3.0,2.0,1450.0,14000.0,9.77,Apartment,Semi-Furnished,Hyderabad,Synthetic
Chatta Bazaar,1.0,1.0,1080.0,12000.0,10.92,Independent House,Semi-Furnished,Hyderabad,Synthetic
Chatta Bazaar,2.0,2.0,1180.0,12000.0,10.06,Apartment,Semi-Furnished,Hyderabad,Synthetic
Chatta Bazaar,2.0,2.0,1210.0,11500.0,9.7,Apartment,Semi-Furnished,Hyderabad,Synthetic
Chatta Bazaar,3.0,2.0,1640.0,17500.0,10.8,Apartment,Semi-Furnished,Hyderabad,Synthetic
Chatta Bazaar,3.0,2.0,1470.0,15500.0,10.38,Apartment,Semi-Furnished,Hyderabad,Synthetic
Chatta Bazaar,4.0,3.0,1750.0,13500.0,7.81,Independent House,Unfurnished,Hyderabad,Synthetic
Chatta Bazaar,4.0,3.0,1620.0,18000.0,10.97,Independent House,Semi-Furnished,Hyderabad,Synthetic
Chatta Bazaar,3.0,2.0,1310.0,14000.0,10.57,Apartment,Unfurnished,Hyderabad,Synthetic
Chatta Bazaar,2.0,2.0,1350.0,16000.0,11.71,Independent House,Furnished,Hyderabad,Synthetic
Chatta Bazaar,2.0,2.0,1160.0,11500.0,9.83,Villa,Semi-Furnished,Hyderabad,Synthetic
Chatta Bazaar,3.0,2.0,1410.0,14000.0,9.91,Independent House,Furnished,Hyderabad,Synthetic
Chatta Bazaar,3.0,2.0,1430.0,10500.0,7.5,Apartment,Furnished,Hyderabad,Synthetic
Chatta Bazaar,2.0,2.0,990.0,10000.0,10.19,Apartment,Furnished,Hyderabad,Synthetic
Chatta Bazaar,2.0,2.0,1130.0,11000.0,9.62,Apartment,Furnished,Hyderabad,Synthetic
Chatta Bazaar,3.0,2.0,1520.0,16500.0,10.91,Apartment,Semi-Furnished,Hyderabad,Synthetic
Chikkadpally,3.0,2.0,1480.0,23000.0,15.55,Apartment,Semi-Furnished,Hyderabad,Synthetic
Chikkadpally,3.0,2.0,1300.0,19000.0,14.72,Apartment,Furnished,Hyderabad,Synthetic
Chikkadpally,2.0,2.0,1250.0,22500.0,18.15,Apartment,Unfurnished,Hyderabad,Synthetic
Chikkadpally,4.0,3.0,1410.0,27500.0,19.64,Independent House,Unfurnished,Hyderabad,Synthetic
Chikkadpally,3.0,2.0,1330.0,18500.0,13.9,Apartment,Unfurnished,Hyderabad,Synthetic
Chikkadpally,3.0,2.0,1430.0,25000.0,17.49,Apartment,Furnished,Hyderabad,Synthetic
Chikkadpally,2.0,2.0,1230.0,24000.0,19.32,Apartment,Furnished,Hyderabad,Synthetic
Chikkadpally,2.0,2.0,1120.0,17000.0,15.26,Apartment,Furnished,Hyderabad,Synthetic
Chikkadpally,2.0,2.0,1210.0,23000.0,18.97,Apartment,Semi-Furnished,Hyderabad,Synthetic
Chikkadpally,4.0,3.0,1500.0,26000.0,17.48,Apartment,Semi-Furnished,Hyderabad,Synthetic
Chikkadpally,2.0,2.0,1130.0,22000.0,19.43,Villa,Furnished,Hyderabad,Synthetic
Chikkadpally,4.0,3.0,1510.0,31000.0,20.5,Independent House,Furnished,Hyderabad,Synthetic
Chikkadpally,1.0,1.0,950.0,15500.0,16.31,Apartment,Furnished,Hyderabad,Synthetic
Chikkadpally,2.0,2.0,1130.0,19500.0,17.15,Apartment,Furnished,Hyderabad,Synthetic
Chikkadpally,3.0,2.0,1320.0,26000.0,19.75,Apartment,Semi-Furnished,Hyderabad,Synthetic
Chikkadpally,1.0,1.0,960.0,14000.0,14.4,Apartment,Semi-Furnished,Hyderabad,Synthetic
Chikkadpally,2.0,2.0,1160.0,19500.0,16.6,Independent House,Semi-Furnished,Hyderabad,Synthetic
Chikkadpally,3.0,2.0,1370.0,24000.0,17.39,Apartment,Unfurnished,Hyderabad,Synthetic
Chikkadpally,3.0,2.0,1360.0,22500.0,16.67,Apartment,Semi-Furnished,Hyderabad,Synthetic
Chikkadpally,2.0,2.0,1140.0,17000.0,15.09,Apartment,Semi-Furnished,Hyderabad,Synthetic
