Locality,City,Project Name,Price (INR),Area (SqFt),Price/SqFt,BHK,Bathrooms,Property Type,Furnishing,Source,Scraped At
Lakdikapul,Hyderabad,,13358600.0,1380.0,9680.144927536232,3,2,Apartment,,,
Lakdikapul,Hyderabad,,3985.0,260.6,15.29163468917882,2,2,Apartment,,,
Lakdikapul,Hyderabad,,11360000.0,1329.0,8547.78028592927,1,2,Apartment,,,
Lakdikapul,Hyderabad,,7973999.999999999,1204.6,6619.624771708451,3,2,Apartment,,,
Lakdikapul,Hyderabad,,6000.0,260.6,23.02379125095932,2,2,Apartment,,,
Lakdikapul,Hyderabad,,13360000.0,1329.0,10052.67118133935,1,2,Apartment,,,
Lakdikapul,Hyderabad,,222800000.0,1329.0,193739.6538750941,1,1,Apartment,,,
Lingampally,Hyderabad,"Plot for Sale in Lingampally, Hyderabad",1949000.0,150.0,12993.33333333333,5,3,Apartment,,,
Lingampally,Hyderabad,"Plot for Sale in Lingampally, Hyderabad",1949000.0,150.0,12993.33333333333,5,4,Apartment,,,
Lingampally,Hyderabad,3 BHK 2350 Sq. Ft. Apartment,28200000.0,2350.0,12000.0,3,3,Apartment,,,
Lingampally,Hyderabad,3 BHK 2650 Sq. Ft. Apartment,31800000.0,2650.0,12000.0,3,4,Apartment,,,
Lingampally,Hyderabad,4 BHK 2800 Sq. Ft. Apartment,33600000.0,2800.0,12000.0,4,4,Apartment,,,
Lingampally,Hyderabad,4 BHK 3600 Sq. Ft. Apartment,43200000.0,3600.0,12000.0,4,4,Apartment,,,
Lingampally,Hyderabad,"Plot for Sale in Lingampally, Hyderabad",2880000.0,240.0,12000.0,5,4,Apartment,,,
Lingampally,Hyderabad,"3 BHK Flat for Sale in Lingampally, Hyderabad",10000000.0,1490.0,6711.409395973154,3,3,Apartment,,,
Lingampally,Hyderabad,3 BHK 2850 Sq. Ft. Apartment,29900000.0,2850.0,10491.22807017544,3,4,Apartment,,,
Lingampally,Hyderabad,4 BHK 3303 Sq. Ft. Apartment,34700000.0,3303.0,10505.60096881623,4,4,Apartment,,,
Lingampally,Hyderabad,4 BHK 3850 Sq. Ft. Apartment,40400000.0,3850.0,10493.50649350649,4,4,Apartment,,,
Know More About Lingampally,Hyderabad,"— Shanasa Batra, Former resident",28393436.88031823,2082.34965034965,13635.28784685638,3,3,Apartment,,,
Lingampally,Hyderabad,,28393436.88031823,2082.34965034965,13635.28784685638,3,3,Apartment,,,
"Lingampally, Hyderabad",Hyderabad,"6+ BHK House for Sale in Lingampally, Hyderabad",42500000.0,227.0,187224.6696035242,5,6,House,,,
Lingampally,Hyderabad,"3 BHK House for Sale in Lingampally, Hyderabad",22400000.0,224.0,100000.0,5,2,House,,,
Lingampally,Hyderabad,3 BHK 2180 Sq. Ft. Apartment,20900000.0,2180.0,9587.155963302752,3,4,Apartment,,,
Lingampally,Hyderabad,3 BHK 1750 Sq. Ft. Apartment,16800000.0,1750.0,9600.0,3,3,Apartment,,,
Lingampally,Hyderabad,4 BHK 3020 Sq. Ft. Apartment,29000000.0,3020.0,9602.649006622516,4,4,Apartment,,,
Lingampally,Hyderabad,"3 BHK Flat for Sale in Lingampally, Hyderabad",19500000.0,2600.0,7500.0,4,3,Apartment,,,
"Lingampally, Hyderabad",Hyderabad,"Plot for Sale in Lingampally, Hyderabad",51000000.0,300.0,170000.0,5,3,Apartment,,,
Lingampally,Hyderabad,3 BHK 2003 Sq. Ft. Apartment,23000000.0,2003.0,11482.77583624563,3,3,Apartment,,,
Lingampally,Hyderabad,3 BHK 2870 Sq. Ft. Apartment,33000000.0,2870.0,11498.25783972126,3,4,Apartment,,,
Lingampally,Hyderabad,4 BHK 3500 Sq. Ft. Apartment,40300000.0,3500.0,11514.28571428571,4,4,Apartment,,,
Lingampally,Hyderabad,4 BHK 4037 Sq. Ft. Apartment,46400000.0,4037.0,11493.68342828833,4,4,Apartment,,,
Lingampally,Hyderabad,"3 BHK Flat for Sale in Lingampally, Hyderabad",22000000.0,2641.0,8330.177962892843,5,4,Apartment,,,
Lingampally,Hyderabad,3 BHK 1796 Sq. Ft. Apartment,18000000.0,1796.0,10022.27171492205,3,2,Apartment,,,
Lingampally,Hyderabad,3 BHK 2124 Sq. Ft. Apartment,21200000.0,2124.0,9981.167608286252,3,4,Apartment,,,
Lingampally,Hyderabad,4 BHK 2708 Sq. Ft. Apartment,27100000.0,2708.0,10007.38552437223,4,3,Apartment,,,
Lingampally,Hyderabad,2 BHK 1296 Sq. Ft. Apartment,11300000.0,1296.0,8719.135802469134,2,2,Apartment,,,
Lingampally,Hyderabad,2 BHK 1340 Sq. Ft. Apartment,11700000.0,1340.0,8731.34328358209,2,2,Apartment,,,
Lingampally,Hyderabad,3 BHK 1909 Sq. Ft. Apartment,16700000.0,1909.0,8748.035620743845,3,3,Apartment,,,
Lingampally,Hyderabad,3 BHK 2044 Sq. Ft. Apartment,17900000.0,2044.0,8757.3385518591,3,3,Apartment,,,
Lingampally,Hyderabad,3 BHK 1601 Sq. Ft. Apartment,15200000.0,1601.0,9494.066208619612,3,3,Apartment,,,
Lingampally,Hyderabad,3 BHK 2656 Sq. Ft. Apartment,25200000.0,2656.0,9487.951807228916,3,4,Apartment,,,
Lingampally,Hyderabad,3 BHK 2064 Sq. Ft. Apartment,19600000.0,2064.0,9496.124031007752,3,3,Apartment,,,
Lingampally,Hyderabad,3 BHK 1537 Sq. Ft. Apartment,14600000.0,1537.0,9499.024072869226,3,3,Apartment,,,
Madhapur,Hyderabad,"3 BHK Flat for Sale in Madhapur, Hyderabad",27000000.0,2280.0,11842.1052631579,3,3,Apartment,,,
Madhapur,Hyderabad,3 BHK 2350 Sq. Ft. Apartment,28200000.0,2350.0,12000.0,3,3,Apartment,,,
Madhapur,Hyderabad,3 BHK 2650 Sq. Ft. Apartment,31800000.0,2650.0,12000.0,3,4,Apartment,,,
Madhapur,Hyderabad,4 BHK 2800 Sq. Ft. Apartment,33600000.0,2800.0,12000.0,4,4,Apartment,,,
Madhapur,Hyderabad,4 BHK 3600 Sq. Ft. Apartment,43200000.0,3600.0,12000.0,4,4,Apartment,,,
"Madhapur, Hyderabad",Hyderabad,"3 BHK Builder Floor for Sale in Madhapur, Hyderabad",13500000.0,1775.0,7605.633802816901,3,3,Apartment,,,
Madhapur,Hyderabad,"4 BHK Flat for Sale in Madhapur, Hyderabad",51000000.0,3190.0,15987.46081504702,4,4,Apartment,,,
Madhapur,Hyderabad,"4 BHK Flat for Sale in Madhapur, Hyderabad",41000000.0,3270.0,12538.22629969419,3,5,Apartment,,,
Madhapur,Hyderabad,3 BHK 2850 Sq. Ft. Apartment,29900000.0,2850.0,10491.22807017544,3,4,Apartment,,,
Madhapur,Hyderabad,4 BHK 3303 Sq. Ft. Apartment,34700000.0,3303.0,10505.60096881623,4,4,Apartment,,,
Madhapur,Hyderabad,4 BHK 3850 Sq. Ft. Apartment,40400000.0,3850.0,10493.50649350649,4,4,Apartment,,,
Know More About Madhapur,Hyderabad,"— Shilpa Choudhary, Tenant",28393436.88031823,2082.34965034965,13635.28784685638,3,3,Apartment,,,
Madhapur,Hyderabad,,28393436.88031823,2082.34965034965,13635.28784685638,3,3,Apartment,,,
Madhapur,Hyderabad,"5 BHK Flat for Sale in Madhapur, Hyderabad",48000000.0,4160.0,11538.46153846154,3,6,Apartment,,,
Madhapur,Hyderabad,"4 BHK Flat for Sale in Madhapur, Hyderabad",57300000.00000001,4095.0,13992.67399267399,3,5,Apartment,,,
"Madhapur, Hyderabad",Hyderabad,"3 BHK Flat for Sale in Madhapur, Hyderabad",19200000.0,2037.0,9425.62592047128,3,3,Apartment,,,
Madhapur,Hyderabad,3 BHK 2180 Sq. Ft. Apartment,20900000.0,2180.0,9587.155963302752,3,4,Apartment,,,
Madhapur,Hyderabad,3 BHK 1750 Sq. Ft. Apartment,16800000.0,1750.0,9600.0,3,3,Apartment,,,
Madhapur,Hyderabad,4 BHK 3020 Sq. Ft. Apartment,29000000.0,3020.0,9602.649006622516,4,4,Apartment,,,
Madhapur,Hyderabad,"1 RK Flat for Sale in Madhapur, Hyderabad",4200000.0,950.0,4421.052631578948,2,1,Apartment,,,
"Madhapur, Hyderabad",Hyderabad,"Office Space for Sale in Madhapur, Hyderabad",160000000.0,10200.0,10666.66666666667,5,4,Apartment,,,
"Madhapur, Hyderabad",Hyderabad,"Land for Sale in Madhapur, Hyderabad",211200000.0,880.0,240000.0,2,2,Apartment,,,
Madhapur,Hyderabad,3 BHK 2003 Sq. Ft. Apartment,23000000.0,2003.0,11482.77583624563,3,3,Apartment,,,
Madhapur,Hyderabad,3 BHK 2870 Sq. Ft. Apartment,33000000.0,2870.0,11498.25783972126,3,4,Apartment,,,
Madhapur,Hyderabad,4 BHK 3500 Sq. Ft. Apartment,40300000.0,3500.0,11514.28571428571,4,4,Apartment,,,
Madhapur,Hyderabad,4 BHK 4037 Sq. Ft. Apartment,46400000.0,4037.0,11493.68342828833,4,4,Apartment,,,
"Madhapur, Hyderabad",Hyderabad,"3 BHK Flat for Sale in Madhapur, Hyderabad",31600000.0,2640.0,11969.69696969697,5,3,Apartment,,,
"Madhapur, Hyderabad",Hyderabad,"Plot for Sale in Madhapur, Hyderabad",222800000.0,500.0,295051.2315086969,1,3,Apartment,,,
"Madhapur, Hyderabad",Hyderabad,"Plot for Sale in Madhapur, Hyderabad",5600000.0,200.0,28000.0,5,3,Apartment,,,
Madhapur,Hyderabad,3 BHK 1796 Sq. Ft. Apartment,18000000.0,1796.0,10022.27171492205,3,2,Apartment,,,
Madhapur,Hyderabad,3 BHK 2124 Sq. Ft. Apartment,21200000.0,2124.0,9981.167608286252,3,4,Apartment,,,
Madhapur,Hyderabad,4 BHK 2708 Sq. Ft. Apartment,27100000.0,2708.0,10007.38552437223,4,3,Apartment,,,
Madhapur,Hyderabad,"4 BHK Flat for Sale in Madhapur, Hyderabad",222800000.0,3420.0,75807.01754385965,4,5,Apartment,,,
Madhapur,Hyderabad,"2.5 BHK Flat for Sale in Madhapur, Hyderabad",12800000.0,1500.0,8533.333333333334,3,2,Apartment,,,
"Madhapur, Hyderabad",Hyderabad,"3 BHK Builder Floor for Sale in Madhapur, Hyderabad",12100000.0,1595.0,7586.206896551724,3,3,Apartment,,,
Madhapur,Hyderabad,2 BHK 1296 Sq. Ft. Apartment,11300000.0,1296.0,8719.135802469134,2,2,Apartment,,,
Madhapur,Hyderabad,2 BHK 1340 Sq. Ft. Apartment,11700000.0,1340.0,8731.34328358209,2,2,Apartment,,,
Madhapur,Hyderabad,3 BHK 1909 Sq. Ft. Apartment,16700000.0,1909.0,8748.035620743845,3,3,Apartment,,,
Madhapur,Hyderabad,3 BHK 2044 Sq. Ft. Apartment,17900000.0,2044.0,8757.3385518591,3,3,Apartment,,,
Madhapur,Hyderabad,"3 BHK Flat for Sale in Madhapur, Hyderabad",27000000.0,2345.0,11513.8592750533,3,3,Apartment,,,
Madhapur,Hyderabad,"3 BHK Flat for Sale in Madhapur, Hyderabad",13000000.0,1578.0,8238.2762991128,3,3,Apartment,,,
"Sri Sai Nagar, Hyderabad",Hyderabad,"2 BHK House for Sale in Sri Sai Nagar, Hyderabad",30000000.0,120.0,250000.0,5,4,House,,,
Madhapur,Hyderabad,3 BHK 1601 Sq. Ft. Apartment,15200000.0,1601.0,9494.066208619612,3,3,Apartment,,,
Madhapur,Hyderabad,3 BHK 2656 Sq. Ft. Apartment,25200000.0,2656.0,9487.951807228916,3,4,Apartment,,,
Madhapur,Hyderabad,3 BHK 2064 Sq. Ft. Apartment,19600000.0,2064.0,9496.124031007752,3,3,Apartment,,,
Madhapur,Hyderabad,3 BHK 1537 Sq. Ft. Apartment,14600000.0,1537.0,9499.024072869226,3,3,Apartment,,,
Madhapur,Hyderabad,"5 BHK Flat for Sale in Madhapur, Hyderabad",35000000.0,3500.0,10000.0,4,6,Apartment,,,
"Madhapur, Hyderabad",Hyderabad,"Office Space for Sale in Madhapur, Hyderabad",2220000.0,3972.0,558.9123867069486,3,5,Apartment,,,
"Madhapur, Hyderabad",Hyderabad,"2 BHK Flat for Sale in Madhapur, Hyderabad",20000000.0,2400.0,8333.333333333334,3,1,Apartment,,,
"Madhapur, Hyderabad",Hyderabad,"Office Space for Sale in Madhapur, Hyderabad",140000000.0,10000.0,14000.0,5,5,Apartment,,,
Madhapur,Hyderabad,"3 BHK Flat for Sale in Madhapur, Hyderabad",32000000.0,2640.0,12121.21212121212,5,3,Apartment,,,
Madhapur,Hyderabad,"3 BHK Flat for Sale in Madhapur, Hyderabad",26000000.0,1787.0,14549.52434247342,3,3,Apartment,,,
Madinaguda,Hyderabad,"2 BHK Flat for Sale in Madinaguda, Hyderabad",13000000.0,1245.0,10441.76706827309,2,2,Apartment,,,
Madinaguda,Hyderabad,3 BHK 2350 Sq. Ft. Apartment,28200000.0,2350.0,12000.0,3,3,Apartment,,,
Madinaguda,Hyderabad,3 BHK 2650 Sq. Ft. Apartment,31800000.0,2650.0,12000.0,3,4,Apartment,,,
Madinaguda,Hyderabad,4 BHK 2800 Sq. Ft. Apartment,33600000.0,2800.0,12000.0,4,4,Apartment,,,
Madinaguda,Hyderabad,4 BHK 3600 Sq. Ft. Apartment,43200000.0,3600.0,12000.0,4,4,Apartment,,,
Madinaguda,Hyderabad,"3 BHK Flat for Sale in Madinaguda, Hyderabad",17100000.0,1900.0,9000.0,3,3,Apartment,,,
Madinaguda,Hyderabad,"3 BHK Flat for Sale in Madinaguda, Hyderabad",18000000.0,1685.0,10682.49258160237,3,3,Apartment,,,
Madinaguda,Hyderabad,"3 BHK Flat for Sale in Madinaguda, Hyderabad",16500000.0,1685.0,9792.284866468844,3,3,Apartment,,,
Madinaguda,Hyderabad,3 BHK 2850 Sq. Ft. Apartment,29900000.0,2850.0,10491.22807017544,3,4,Apartment,,,
Madinaguda,Hyderabad,4 BHK 3303 Sq. Ft. Apartment,34700000.0,3303.0,10505.60096881623,4,4,Apartment,,,
Madinaguda,Hyderabad,4 BHK 3850 Sq. Ft. Apartment,40400000.0,3850.0,10493.50649350649,4,4,Apartment,,,
Madinaguda,Hyderabad,,28393436.88031823,2082.34965034965,13635.28784685638,3,3,Apartment,,,
"Madinaguda, Hyderabad",Hyderabad,"Shop for Sale in Madinaguda, Hyderabad",30000000.0,10200.0,2307.692307692308,5,5,Apartment,,,
Madinaguda,Hyderabad,"2 BHK Flat for Sale in Madinaguda, Hyderabad",10300000.0,1330.0,7744.360902255639,1,2,Apartment,,,
Madinaguda,Hyderabad,"3 BHK Flat for Sale in Madinaguda, Hyderabad",30000000.0,2454.0,12224.93887530562,3,3,Apartment,,,
Madinaguda,Hyderabad,3 BHK 2180 Sq. Ft. Apartment,20900000.0,2180.0,9587.155963302752,3,4,Apartment,,,
Madinaguda,Hyderabad,3 BHK 1750 Sq. Ft. Apartment,16800000.0,1750.0,9600.0,3,3,Apartment,,,
Madinaguda,Hyderabad,4 BHK 3020 Sq. Ft. Apartment,29000000.0,3020.0,9602.649006622516,4,4,Apartment,,,
"Madinaguda, Hyderabad",Hyderabad,"3 BHK Flat for Sale in Madinaguda, Hyderabad",8500000.0,1600.0,5312.5,3,3,Apartment,,,
Madinaguda,Hyderabad,"3 BHK Flat for Sale in Madinaguda, Hyderabad",13400000.0,1670.0,8023.952095808383,3,3,Apartment,,,
Madinaguda,Hyderabad,"3 BHK Flat for Sale in Madinaguda, Hyderabad",15000000.0,1610.0,9316.770186335403,3,3,Apartment,,,
Madinaguda,Hyderabad,3 BHK 2003 Sq. Ft. Apartment,23000000.0,2003.0,11482.77583624563,3,3,Apartment,,,
Madinaguda,Hyderabad,3 BHK 2870 Sq. Ft. Apartment,33000000.0,2870.0,11498.25783972126,3,4,Apartment,,,
Madinaguda,Hyderabad,4 BHK 3500 Sq. Ft. Apartment,40300000.0,3500.0,11514.28571428571,4,4,Apartment,,,
Madinaguda,Hyderabad,4 BHK 4037 Sq. Ft. Apartment,46400000.0,4037.0,11493.68342828833,4,4,Apartment,,,
Madinaguda,Hyderabad,"3 BHK Flat for Sale in Madinaguda, Hyderabad",12000000.0,1480.0,8108.108108108108,3,3,Apartment,,,
"Madinaguda, Hyderabad",Hyderabad,"Office Space for Sale in Madinaguda, Hyderabad",222800000.0,10200.0,18750.0,5,5,Apartment,,,
"Madinaguda, Hyderabad",Hyderabad,"2 BHK Flat for Sale in Madinaguda, Hyderabad",8000000.0,1060.0,7547.169811320755,2,2,Apartment,,,
Madinaguda,Hyderabad,3 BHK 1796 Sq. Ft. Apartment,18000000.0,1796.0,10022.27171492205,3,2,Apartment,,,
Madinaguda,Hyderabad,3 BHK 2124 Sq. Ft. Apartment,21200000.0,2124.0,9981.167608286252,3,4,Apartment,,,
Madinaguda,Hyderabad,4 BHK 2708 Sq. Ft. Apartment,27100000.0,2708.0,10007.38552437223,4,3,Apartment,,,
Madinaguda,Hyderabad,"2 BHK Flat for Sale in Madinaguda, Hyderabad",7900000.0,1210.0,6528.925619834711,2,2,Apartment,,,
Madinaguda,Hyderabad,"2 BHK Flat for Sale in Madinaguda, Hyderabad",7173999.999999999,1121.0,6399.64317573595,2,2,Apartment,,,
Madinaguda,Hyderabad,2 BHK 1296 Sq. Ft. Apartment,11300000.0,1296.0,8719.135802469134,2,2,Apartment,,,
Madinaguda,Hyderabad,2 BHK 1340 Sq. Ft. Apartment,11700000.0,1340.0,8731.34328358209,2,2,Apartment,,,
Madinaguda,Hyderabad,3 BHK 1909 Sq. Ft. Apartment,16700000.0,1909.0,8748.035620743845,3,3,Apartment,,,
Madinaguda,Hyderabad,3 BHK 2044 Sq. Ft. Apartment,17900000.0,2044.0,8757.3385518591,3,3,Apartment,,,
"Madinaguda, Hyderabad",Hyderabad,"2 BHK Flat for Sale in Madinaguda, Hyderabad",13500000.0,1150.0,11739.13043478261,3,2,Apartment,,,
"Madinaguda, Hyderabad",Hyderabad,"2 BHK Flat for Sale in Madinaguda, Hyderabad",7000000.0,1045.0,6698.564593301436,2,2,Apartment,,,
Madinaguda,Hyderabad,3 BHK 1601 Sq. Ft. Apartment,15200000.0,1601.0,9494.066208619612,3,3,Apartment,,,
Madinaguda,Hyderabad,3 BHK 2656 Sq. Ft. Apartment,25200000.0,2656.0,9487.951807228916,3,4,Apartment,,,
Madinaguda,Hyderabad,3 BHK 2064 Sq. Ft. Apartment,19600000.0,2064.0,9496.124031007752,3,3,Apartment,,,
Madinaguda,Hyderabad,3 BHK 1537 Sq. Ft. Apartment,14600000.0,1537.0,9499.024072869226,3,3,Apartment,,,
"Madinaguda, Hyderabad",Hyderabad,"3 BHK Flat for Sale in Madinaguda, Hyderabad",13500000.0,1675.0,8059.701492537313,3,3,Apartment,,,
"Madinaguda, Hyderabad",Hyderabad,"Plot for Sale in Madinaguda, Hyderabad",47200000.0,350.0,134857.1428571429,3,3,Apartment,,,
Madinaguda,Hyderabad,"2 BHK Flat for Sale in Madinaguda, Hyderabad",7000000.0,1060.0,6603.773584905661,2,2,Apartment,,,
Malakpet,Hyderabad,"3 BHK Flat for Sale in Malakpet, Hyderabad",16800000.0,1850.0,9081.081081081082,3,3,Apartment,,,
Malakpet,Hyderabad,3 BHK 2025 Sq. Ft. Apartment,24100000.0,2025.0,11901.23456790123,3,3,Apartment,,,
Malakpet,Hyderabad,3 BHK 1868 Sq. Ft. Apartment,21000000.0,1868.0,11241.97002141328,3,3,Apartment,,,
Malakpet,Hyderabad,4 BHK 2530 Sq. Ft. Apartment,28500000.0,2530.0,11264.82213438735,4,3,Apartment,,,
Malakpet,Hyderabad,4 BHK 2635 Sq. Ft. Apartment,31500000.0,2635.0,11954.45920303605,4,4,Apartment,,,
Malakpet,Hyderabad,"2 BHK Flat for Sale in Malakpet, Hyderabad",14100000.0,2010.0,7014.925373134329,3,2,Apartment,,,
Malakpet,Hyderabad,3 BHK 2125 Sq. Ft. Apartment,25360000.0,2125.0,11934.11764705882,3,3,Apartment,,,
Malakpet,Hyderabad,4 BHK 3500 Sq. Ft. Apartment,63180000.0,3500.0,18051.42857142857,4,5,Apartment,,,
Know More About Malakpet,Hyderabad,"— Rajani Laghari, Former resident",28393436.88031823,2082.34965034965,13635.28784685638,3,3,Apartment,,,
Malakpet,Hyderabad,,28393436.88031823,2082.34965034965,13635.28784685638,3,3,Apartment,,,
"Malakpet, Hyderabad",Hyderabad,"4 BHK House for Sale in Malakpet, Hyderabad",19500000.0,156.0,125000.0,5,3,House,,,
"Malakpet, Hyderabad",Hyderabad,"Land for Sale in Malakpet, Hyderabad",40000000.0,800.8,49950.04995004995,4,4,Apartment,,,
"Malakpet, Hyderabad",Hyderabad,"6+ BHK House for Sale in Malakpet, Hyderabad",45000000.0,260.0,173076.9230769231,5,6,House,,,
"Malakpet, Hyderabad",Hyderabad,"Plot for Sale in Malakpet, Hyderabad",20100000.0,161.0,124844.7204968944,5,3,Apartment,,,
"Malakpet, Hyderabad",Hyderabad,"3 BHK Flat for Sale in Malakpet, Hyderabad",7750000.0,1550.0,5000.0,3,3,Apartment,,,
Malakpet,Hyderabad,"2 BHK Flat for Sale in Malakpet, Hyderabad",8491000.0,1080.0,7862.037037037037,3,2,Apartment,,,
"Malakpet, Hyderabad",Hyderabad,"2 BHK Flat for Sale in Malakpet, Hyderabad",15000000.0,1140.0,13157.8947368421,2,2,Apartment,,,
"Koti, Hyderabad",Hyderabad,"Shop for Sale in Koti, Hyderabad",150000000.0,10200.0,10714.28571428571,4,3,Apartment,,,
"Yakhutpura, Hyderabad",Hyderabad,"Plot for Sale in Yakhutpura, Hyderabad",55900000.0,373.0,149865.9517426273,2,3,Apartment,,,
"Begum Bazar, Hyderabad",Hyderabad,"Plot for Sale in Begum Bazar, Hyderabad",666000.0,121.0,5504.132231404959,5,3,Apartment,,,
Malakpet,Hyderabad,"3 BHK Flat for Sale in Feelkhana, Hyderabad",14100000.0,1610.0,8757.76397515528,3,3,Apartment,,,
"Koti, Hyderabad",Hyderabad,"1 BHK Flat for Sale in Koti, Hyderabad",2900000.0,720.0,4027.777777777778,4,1,Apartment,,,
"Kachiguda, Hyderabad",Hyderabad,"2 BHK Flat for Sale in Kachiguda, Hyderabad",10000000.0,1055.0,9478.67298578199,2,2,Apartment,,,
Malakpet,Hyderabad,"4 BHK Flat for Sale in Kachiguda, Hyderabad",21500000.0,2636.0,8156.297420333839,5,5,Apartment,,,
"Charminar, Hyderabad",Hyderabad,"6 BHK Flat for Sale in Charminar, Hyderabad",222800000.0,2000.0,146330.0,3,6,Apartment,,,
"Barkatpura, Hyderabad",Hyderabad,"2 BHK Flat for Sale in Barkatpura, Hyderabad",5200000.0,800.0,6500.0,2,2,Apartment,,,
"Narayanguda, Hyderabad",Hyderabad,"Plot for Sale in Narayanguda, Hyderabad",761000.0,810.0,939.506172839506,3,2,Apartment,,,
Malkajgiri,Hyderabad,"4 BHK Villa for Sale in Malkajgiri, Hyderabad",19900000.0,4000.0,4975.0,3,4,Apartment,,,
Malkajgiri,Hyderabad,"3 BHK Flat for Sale in Malkajgiri, Hyderabad",10200000.0,2055.0,4963.503649635037,3,3,Apartment,,,
"Malkajgiri, Hyderabad",Hyderabad,"2 BHK House for Sale in Malkajgiri, Hyderabad",9500000.0,106.0,89622.64150943396,5,3,House,,,
Malkajgiri,Hyderabad,,28393436.88031823,2082.34965034965,13635.28784685638,3,3,Apartment,,,
Malkajgiri,Hyderabad,"2 BHK Flat for Sale in Malkajgiri, Hyderabad",5900000.0,1075.0,5488.372093023256,3,2,Apartment,,,
"Malkajgiri, Hyderabad",Hyderabad,"Plot for Sale in Malkajgiri, Hyderabad",21500000.0,333.0,64564.56456456456,3,4,Apartment,,,
Malkajgiri,Hyderabad,"Plot for Sale in Malkajgiri, Hyderabad",22600000.0,2166.0,10433.97968605725,3,4,Apartment,,,
"Malkajgiri, Hyderabad",Hyderabad,"2 BHK Flat for Sale in Malkajgiri, Hyderabad",4100000.0,1090.0,3761.467889908257,2,1,Apartment,,,
Malkajgiri,Hyderabad,"4 BHK House for Sale in Malkajgiri, Hyderabad",20000000.0,320.0,62500.0,5,4,House,,,
"Malkajgiri, Hyderabad",Hyderabad,"6 BHK House for Sale in Malkajgiri, Hyderabad",22500000.0,5000.0,4500.0,5,6,House,,,
Malkajgiri,Hyderabad,"2 BHK Flat for Sale in Malkajgiri, Hyderabad",222800000.0,1000.0,257940.0,2,2,Apartment,,,
Malkajgiri,Hyderabad,"2 BHK Flat for Sale in Malkajgiri, Hyderabad",6500000.0,1100.0,5909.090909090909,3,2,Apartment,,,
"Malkajgiri, Hyderabad",Hyderabad,"2 BHK House for Sale in Malkajgiri, Hyderabad",25000000.0,250.0,100000.0,5,2,House,,,
Manikonda,Hyderabad,"3 BHK Flat for Sale in Manikonda, Hyderabad",22000000.0,3250.0,6769.23076923077,3,3,Apartment,,,
Manikonda,Hyderabad,3 BHK 2350 Sq. Ft. Apartment,28200000.0,2350.0,12000.0,3,3,Apartment,,,
Manikonda,Hyderabad,3 BHK 2650 Sq. Ft. Apartment,31800000.0,2650.0,12000.0,3,4,Apartment,,,
Manikonda,Hyderabad,4 BHK 2800 Sq. Ft. Apartment,33600000.0,2800.0,12000.0,4,4,Apartment,,,
Manikonda,Hyderabad,4 BHK 3600 Sq. Ft. Apartment,43200000.0,3600.0,12000.0,4,4,Apartment,,,
"Manikonda, Hyderabad",Hyderabad,"6+ BHK House for Sale in Manikonda, Hyderabad",59000000.0,9690.0,6088.75128998968,4,6,House,,,
Manikonda,Hyderabad,"2 BHK Flat for Sale in Manikonda, Hyderabad",10800000.0,1083.0,9972.299168975069,2,2,Apartment,,,
Manikonda,Hyderabad,"3 BHK Flat for Sale in Manikonda, Hyderabad",18000000.0,1920.0,9375.0,3,4,Apartment,,,
Manikonda,Hyderabad,3 BHK 2850 Sq. Ft. Apartment,29900000.0,2850.0,10491.22807017544,3,4,Apartment,,,
Manikonda,Hyderabad,4 BHK 3303 Sq. Ft. Apartment,34700000.0,3303.0,10505.60096881623,4,4,Apartment,,,
Manikonda,Hyderabad,4 BHK 3850 Sq. Ft. Apartment,40400000.0,3850.0,10493.50649350649,4,4,Apartment,,,
Know More About Manikonda,Hyderabad,"— Govind Lal Mathur, Owner",28393436.88031823,2082.34965034965,13635.28784685638,3,3,Apartment,,,
Manikonda,Hyderabad,,28393436.88031823,2082.34965034965,13635.28784685638,3,3,Apartment,,,
Manikonda,Hyderabad,"3 BHK Flat for Sale in Manikonda, Hyderabad",222800000.0,1912.0,135606.6945606694,3,3,Apartment,,,
"Manikonda, Hyderabad",Hyderabad,"Plot for Sale in Manikonda, Hyderabad",27000000.0,208.0,129807.6923076923,5,4,Apartment,,,
"Manikonda, Hyderabad",Hyderabad,"5 BHK Flat for Sale in Manikonda, Hyderabad",35000000.0,3400.0,10294.11764705882,3,5,Apartment,,,
Manikonda,Hyderabad,3 BHK 2180 Sq. Ft. Apartment,20900000.0,2180.0,9587.155963302752,3,4,Apartment,,,
Manikonda,Hyderabad,3 BHK 1750 Sq. Ft. Apartment,16800000.0,1750.0,9600.0,3,3,Apartment,,,
Manikonda,Hyderabad,4 BHK 3020 Sq. Ft. Apartment,29000000.0,3020.0,9602.649006622516,4,4,Apartment,,,
"Manikonda, Hyderabad",Hyderabad,"3 BHK Flat for Sale in Manikonda, Hyderabad",14000000.0,2350.0,5957.446808510638,3,3,Apartment,,,
"Manikonda, Hyderabad",Hyderabad,"4 BHK Flat for Sale in Manikonda, Hyderabad",33800000.0,3983.0,8486.065779563143,3,4,Apartment,,,
Manikonda,Hyderabad,"3 BHK Flat for Sale in Manikonda, Hyderabad",29000000.0,3263.0,8887.526815813668,3,3,Apartment,,,
Manikonda,Hyderabad,3 BHK 2003 Sq. Ft. Apartment,23000000.0,2003.0,11482.77583624563,3,3,Apartment,,,
