Locality,City,Project Name,Price (INR),Area (SqFt),Price/SqFt,BHK,Bathrooms,Property Type,Furnishing,Source,Scraped At
Abids,Hyderabad,"4 BHK Flat for Sale in Abids, Hyderabad",43099999.99999999,3385.0,12732.64401772526,3,4,Apartment,,,
Abids,Hyderabad,3 BHK 2025 Sq. Ft. Apartment,24100000.0,2025.0,11901.23456790123,3,3,Apartment,,,
Abids,Hyderabad,3 BHK 1868 Sq. Ft. Apartment,21000000.0,1868.0,11241.97002141328,3,3,Apartment,,,
Abids,Hyderabad,4 BHK 2530 Sq. Ft. Apartment,28500000.0,2530.0,11264.82213438735,4,3,Apartment,,,
Abids,Hyderabad,4 BHK 2635 Sq. Ft. Apartment,31500000.0,2635.0,11954.45920303605,4,4,Apartment,,,
"Abids, Hyderabad",Hyderabad,"3 BHK Flat for Sale in Abids, Hyderabad",6300000.0,1038.0,6069.364161849711,2,2,Apartment,,,
"Abids, Hyderabad",Hyderabad,"Showroom for Sale in Abids, Hyderabad",48700000.0,2865.0,16998.25479930192,6,4,Apartment,,,
Abids,Hyderabad,3 BHK 2125 Sq. Ft. Apartment,25360000.0,2125.0,11934.11764705882,3,3,Apartment,,,
Abids,Hyderabad,4 BHK 3500 Sq. Ft. Apartment,63180000.0,3500.0,18051.42857142857,4,5,Apartment,,,
Abids,Hyderabad,,28393436.88031823,2082.34965034965,13635.28784685638,3,3,Apartment,,,
"Abids, Hyderabad",Hyderabad,"Showroom for Sale in Abids, Hyderabad",32400000.0,2025.0,16000.0,3,4,Apartment,,,
"Abids, Hyderabad",Hyderabad,"3 BHK Flat for Sale in Abids, Hyderabad",21800000.0,1716.0,12703.9627039627,3,3,Apartment,,,
"Abids, Hyderabad",Hyderabad,"Showroom for Sale in Abids, Hyderabad",54400000.00000001,3200.0,17000.0,4,5,Apartment,,,
"Abids, Hyderabad",Hyderabad,"4 BHK Flat for Sale in Abids, Hyderabad",17500000.0,2640.0,6628.787878787879,5,4,Apartment,,,
"Abids, Hyderabad",Hyderabad,"4 BHK Flat for Sale in Abids, Hyderabad",42800000.0,3361.0,12734.3052662898,3,4,Apartment,,,
"Abids, Hyderabad",Hyderabad,"3 BHK Flat for Sale in Abids, Hyderabad",16500000.0,2640.0,6250.0,5,3,Apartment,,,
"Abids, Hyderabad",Hyderabad,"Office Space for Sale in Abids, Hyderabad",222800000.0,7240.0,58011.04972375691,5,5,Apartment,,,
"Abids, Hyderabad",Hyderabad,"4 BHK House for Sale in Abids, Hyderabad",70000000.0,306.0,228758.1699346405,5,4,House,,,
"Abids, Hyderabad",Hyderabad,"3 BHK Flat for Sale in Abids, Hyderabad",31300000.0,2458.0,12733.93002441009,3,3,Apartment,,,
"Abids, Hyderabad",Hyderabad,"4 BHK Flat for Sale in Abids, Hyderabad",51600000.0,4050.0,12740.74074074074,3,4,Apartment,,,
"Abids, Hyderabad",Hyderabad,"3 BHK Flat for Sale in Abids, Hyderabad",25300000.0,1985.0,12745.5919395466,3,3,Apartment,,,
"Abids, Hyderabad",Hyderabad,"3 BHK Flat for Sale in Abids, Hyderabad",26700000.0,2100.0,12714.28571428571,3,3,Apartment,,,
"Abids, Hyderabad",Hyderabad,"Plot for Sale in Abids, Hyderabad",124500000.0,415.0,295051.2315086969,2,3,Apartment,,,
"Abids, Hyderabad",Hyderabad,"2 BHK Flat for Sale in Abids, Hyderabad",6100000.0,1100.0,5545.454545454545,2,2,Apartment,,,
"Abids, Hyderabad",Hyderabad,"4 BHK House for Sale in Abids, Hyderabad",16000000.0,2640.0,6060.606060606061,5,4,House,,,
Abids,Hyderabad,"4 BHK Flat for Sale in Gun Foundry, Hyderabad",70000000.0,4446.0,15744.48942869996,5,4,Apartment,,,
Abids,Hyderabad,"4 BHK Flat for Sale in Gun Foundry, Hyderabad",60000000.0,4109.0,14602.09296665855,3,4,Apartment,,,
Abids,Hyderabad,"4 BHK Flat for Sale in Gun Foundry, Hyderabad",80000000.0,4446.0,17993.70220422852,5,4,Apartment,,,
Abids,Hyderabad,"4 BHK Flat for Sale in Gun Foundry, Hyderabad",65000000.0,4109.0,15818.93404721343,3,4,Apartment,,,
Abids,Hyderabad,"4 BHK Flat for Sale in Gun Foundry, Hyderabad",69000000.0,4109.0,16792.40691165734,3,4,Apartment,,,
Abids,Hyderabad,"4 BHK Flat for Sale in Gun Foundry, Hyderabad",70000000.0,4109.0,17035.77512776831,3,4,Apartment,,,
Abids,Hyderabad,"4 BHK Flat for Sale in Gun Foundry, Hyderabad",59200000.0,4231.0,13991.96407468684,3,4,Apartment,,,
Abids,Hyderabad,"4 BHK Flat for Sale in Gun Foundry, Hyderabad",62200000.0,4446.0,13990.10346378768,5,4,Apartment,,,
Abids,Hyderabad,"4 BHK Flat for Sale in Gun Foundry, Hyderabad",53300000.0,4110.0,12968.3698296837,3,3,Apartment,,,
Abids,Hyderabad,"4 BHK Flat for Sale in Gun Foundry, Hyderabad",54400000.00000001,4188.0,12989.49379178606,3,3,Apartment,,,
Abids,Hyderabad,"4 BHK Flat for Sale in Gun Foundry, Hyderabad",57699999.99999999,4446.0,12977.95771479982,5,3,Apartment,,,
Alwal,Hyderabad,"Plot for Sale in Alwal, Hyderabad",9500000.0,120.0,79166.66666666667,5,6,Villa,,,
"Alwal, Hyderabad",Hyderabad,"Plot for Sale in Alwal, Hyderabad",9500000.0,120.0,79166.66666666667,5,4,Apartment,,,
"Alwal, Hyderabad",Hyderabad,"6 BHK House for Sale in Alwal, Hyderabad",30000000.0,160.0,187500.0,5,6,House,,,
"Alwal, Hyderabad",Hyderabad,"Plot for Sale in Alwal, Hyderabad",20800000.0,260.0,80000.0,5,3,Apartment,,,
Alwal,Hyderabad,"— Bingari Arun Kumar, Tenant",28393436.88031823,2082.34965034965,13635.28784685638,3,3,Apartment,,,
Alwal,Hyderabad,,28393436.88031823,2082.34965034965,13635.28784685638,3,3,Apartment,,,
Alwal,Hyderabad,"3 BHK Villa for Sale in Alwal, Hyderabad",9900000.0,1600.0,6187.5,3,3,Villa,,,
"Alwal, Hyderabad",Hyderabad,"6 BHK House for Sale in Alwal, Hyderabad",32000000.0,180.0,177777.7777777778,5,6,House,,,
"Alwal, Hyderabad",Hyderabad,"5 BHK Villa for Sale in Alwal, Hyderabad",27500000.0,4100.0,6707.317073170731,3,6,Villa,,,
"Alwal, Hyderabad",Hyderabad,"1 BHK House for Sale in Alwal, Hyderabad",7000000.0,870.2,8044.127786715697,2,1,House,,,
"Alwal, Hyderabad",Hyderabad,"Plot for Sale in Alwal, Hyderabad",17300000.0,267.0,64794.0074906367,5,3,Apartment,,,
"Alwal, Hyderabad",Hyderabad,"3 BHK House for Sale in Alwal, Hyderabad",12900000.0,2300.0,5608.695652173913,3,3,House,,,
Alwal,Hyderabad,"3 BHK Flat for Sale in Alwal, Hyderabad",8500000.0,1460.0,5821.917808219178,3,3,Apartment,,,
"Alwal, Hyderabad",Hyderabad,"2 BHK House for Sale in Alwal, Hyderabad",17400000.0,175.0,99428.57142857143,5,3,House,,,
"Alwal, Hyderabad",Hyderabad,"4 BHK House for Sale in Alwal, Hyderabad",30000000.0,4800.0,6250.0,5,6,House,,,
Amberpet,Hyderabad,"Plot for Sale in Amberpet, Hyderabad",18000000.0,123.0,146341.4634146341,5,3,House,,,
"Amberpet, Hyderabad",Hyderabad,"Plot for Sale in Amberpet, Hyderabad",18000000.0,123.0,146341.4634146341,5,4,Apartment,,,
"Amberpet, Hyderabad",Hyderabad,"Shop for Sale in Amberpet, Hyderabad",110000000.0,452.0,243362.8318584071,1,3,Apartment,,,
"Amberpet, Hyderabad",Hyderabad,"3 BHK House for Sale in Amberpet, Hyderabad",13000000.0,170.0,76470.58823529411,5,3,House,,,
Amberpet,Hyderabad,,28393436.88031823,2082.34965034965,13635.28784685638,3,3,Apartment,,,
"Amberpet, Hyderabad",Hyderabad,"2 BHK Flat for Sale in Amberpet, Hyderabad",6609999.999999999,900.0,7344.444444444443,2,2,Apartment,,,
"Amberpet, Hyderabad",Hyderabad,"Showroom for Sale in Amberpet, Hyderabad",1100000.0,452.0,2433.628318584071,1,3,Apartment,,,
"Amberpet, Hyderabad",Hyderabad,"Plot for Sale in Amberpet, Hyderabad",11200000.0,154.0,72727.27272727274,5,3,Apartment,,,
"Amberpet, Hyderabad",Hyderabad,"Plot for Sale in Amberpet, Hyderabad",18000000.0,120.0,150000.0,5,4,Apartment,,,
"Amberpet, Hyderabad",Hyderabad,"3 BHK Flat for Sale in Amberpet, Hyderabad",8600000.0,1170.0,7350.427350427351,2,3,Apartment,,,
"Amberpet, Hyderabad",Hyderabad,"6+ BHK House for Sale in Amberpet, Hyderabad",95000000.0,7000.0,13571.42857142857,4,6,House,,,
"Amberpet, Hyderabad",Hyderabad,"Plot for Sale in Amberpet, Hyderabad",11200000.0,150.0,74666.66666666669,5,3,Apartment,,,
"Amberpet, Hyderabad",Hyderabad,"Plot for Sale in Amberpet, Hyderabad",95000000.0,484.0,196280.9917355372,1,3,Apartment,,,
"Hathiguda, Hyderabad",Hyderabad,"2 BHK Flat for Sale in Hathiguda, Hyderabad",6000000.0,1225.0,4897.959183673469,3,1,House,,,
"Ramanthapur, Hyderabad",Hyderabad,"3 BHK Flat for Sale in Ramanthapur, Hyderabad",7600000.0,1340.0,5671.641791044776,2,3,Apartment,,,
"Kondamadugu, Hyderabad",Hyderabad,"Plot for Sale in Kondamadugu, Hyderabad",4200000.0,300.0,14000.0,5,3,Apartment,,,
"New Nallakunta, Hyderabad",Hyderabad,"2 BHK Flat for Sale in New Nallakunta, Hyderabad",9000000.0,960.0,9375.0,2,2,Apartment,,,
"Ramanthapur, Hyderabad",Hyderabad,"3 BHK Flat for Sale in Ramanthapur, Hyderabad",13200000.0,2000.0,6600.0,3,2,Apartment,,,
"Ramanthapur, Hyderabad",Hyderabad,"Plot for Sale in Ramanthapur, Hyderabad",11000000.0,150.0,73333.33333333333,5,3,Apartment,,,
"Vidyanagar, Hyderabad",Hyderabad,"6+ BHK House for Sale in Vidyanagar, Hyderabad",39000000.0,266.0,146616.5413533835,5,3,House,,,
"Ramanthapur, Hyderabad",Hyderabad,"Land for Sale in Ramanthapur, Hyderabad",38600000.0,4881.0,7908.215529604589,5,5,Apartment,,,
"Ramanthapur, Hyderabad",Hyderabad,"Shop for Sale in Ramanthapur, Hyderabad",43000000.0,372.0,115591.3978494624,2,3,Apartment,,,
"Tilak Road, Hyderabad",Hyderabad,"Plot for Sale in Tilak Road, Hyderabad",28393436.88031823,2082.34965034965,13635.28784685638,3,3,Apartment,,,
Amberpet,Hyderabad,"3 BHK Flat for Sale in Habsiguda, Hyderabad",14500000.0,1570.0,9235.668789808917,3,3,Apartment,,,
"Habsiguda, Hyderabad",Hyderabad,"3 BHK House for Sale in Habsiguda, Hyderabad",22500000.0,142.0,158450.7042253521,5,4,House,,,
"Habsiguda, Hyderabad",Hyderabad,"Office Space for Sale in Habsiguda, Hyderabad",37000000.0,3527.2,10489.90700839193,4,3,Apartment,,,
"Habsiguda, Hyderabad",Hyderabad,"Plot for Sale in Habsiguda, Hyderabad",14500000.0,600.0,24166.66666666667,1,2,Apartment,,,
"Habsiguda, Hyderabad",Hyderabad,"3 BHK Flat for Sale in Habsiguda, Hyderabad",14600000.0,1951.0,7483.341875961046,3,3,Apartment,,,
Ameenpur,Hyderabad,"2.5 BHK Flat for Sale in Ameenpur, Hyderabad",9500000.0,729.0,13031.5500685871,4,2,Apartment,,,
Ameenpur,Hyderabad,3 BHK 2350 Sq. Ft. Apartment,28200000.0,2350.0,12000.0,3,3,Apartment,,,
Ameenpur,Hyderabad,3 BHK 2650 Sq. Ft. Apartment,31800000.0,2650.0,12000.0,3,4,Apartment,,,
Ameenpur,Hyderabad,4 BHK 2800 Sq. Ft. Apartment,33600000.0,2800.0,12000.0,4,4,Apartment,,,
Ameenpur,Hyderabad,4 BHK 3600 Sq. Ft. Apartment,43200000.0,3600.0,12000.0,4,4,Apartment,,,
Ameenpur,Hyderabad,"2 BHK Flat for Sale in Ameenpur, Hyderabad",6370000.0,1100.0,5790.909090909091,2,2,Apartment,,,
Ameenpur,Hyderabad,3 BHK 2850 Sq. Ft. Apartment,29900000.0,2850.0,10491.22807017544,3,4,Apartment,,,
Ameenpur,Hyderabad,4 BHK 3303 Sq. Ft. Apartment,34700000.0,3303.0,10505.60096881623,4,4,Apartment,,,
Ameenpur,Hyderabad,4 BHK 3850 Sq. Ft. Apartment,40400000.0,3850.0,10493.50649350649,4,4,Apartment,,,
Ameenpur,Hyderabad,,28393436.88031823,2082.34965034965,13635.28784685638,3,3,Apartment,,,
Ameenpur,Hyderabad,"2.5 BHK Flat for Sale in Ameenpur, Hyderabad",9500000.0,1039.0,9143.407122232917,2,2,Apartment,,,
Ameenpur,Hyderabad,"2.5 BHK Flat for Sale in Ameenpur, Hyderabad",10600000.0,1039.0,10202.11742059673,2,2,Apartment,,,
Ameenpur,Hyderabad,"2 BHK Flat for Sale in Ameenpur, Hyderabad",7000000.0,918.0,7625.272331154684,2,2,Apartment,,,
Ameenpur,Hyderabad,3 BHK 2180 Sq. Ft. Apartment,20900000.0,2180.0,9587.155963302752,3,4,Apartment,,,
Ameenpur,Hyderabad,3 BHK 1750 Sq. Ft. Apartment,16800000.0,1750.0,9600.0,3,3,Apartment,,,
Ameenpur,Hyderabad,4 BHK 3020 Sq. Ft. Apartment,29000000.0,3020.0,9602.649006622516,4,4,Apartment,,,
"Ameenpur, Hyderabad",Hyderabad,"2 BHK Flat for Sale in Ameenpur, Hyderabad",8059999.999999999,1300.0,6199.999999999999,3,2,Apartment,,,
Ameenpur,Hyderabad,"6 BHK House for Sale in Ameenpur, Hyderabad",20000000.0,3900.0,5128.205128205128,3,5,House,,,
"Ameenpur, Hyderabad",Hyderabad,"3 BHK Flat for Sale in Ameenpur, Hyderabad",10000000.0,1700.0,5882.35294117647,3,3,Apartment,,,
Ameenpur,Hyderabad,3 BHK 2003 Sq. Ft. Apartment,23000000.0,2003.0,11482.77583624563,3,3,Apartment,,,
Ameenpur,Hyderabad,3 BHK 2870 Sq. Ft. Apartment,33000000.0,2870.0,11498.25783972126,3,4,Apartment,,,
Ameenpur,Hyderabad,4 BHK 3500 Sq. Ft. Apartment,40300000.0,3500.0,11514.28571428571,4,4,Apartment,,,
Ameenpur,Hyderabad,4 BHK 4037 Sq. Ft. Apartment,46400000.0,4037.0,11493.68342828833,4,4,Apartment,,,
Ameenpur,Hyderabad,"2 BHK Flat for Sale in Ameenpur, Hyderabad",6900000.0,1335.0,5168.539325842697,1,2,Apartment,,,
"Ameenpur, Hyderabad",Hyderabad,"3 BHK Villa for Sale in Ameenpur, Hyderabad",25800000.0,1927.0,13388.68707836015,3,3,Villa,,,
Ameenpur,Hyderabad,"2 BHK Flat for Sale in Ameenpur, Hyderabad",5600000.0,875.0,6400.0,2,2,Apartment,,,
Ameenpur,Hyderabad,3 BHK 1796 Sq. Ft. Apartment,18000000.0,1796.0,10022.27171492205,3,2,Apartment,,,
Ameenpur,Hyderabad,3 BHK 2124 Sq. Ft. Apartment,21200000.0,2124.0,9981.167608286252,3,4,Apartment,,,
Ameenpur,Hyderabad,4 BHK 2708 Sq. Ft. Apartment,27100000.0,2708.0,10007.38552437223,4,3,Apartment,,,
"Ameenpur, Hyderabad",Hyderabad,"2 BHK Flat for Sale in Ameenpur, Hyderabad",8676000.0,1335.0,6498.876404494382,1,2,Apartment,,,
Ameenpur,Hyderabad,"2 BHK Flat for Sale in Ameenpur, Hyderabad",8000000.0,1335.0,5992.509363295881,1,2,Apartment,,,
Ameenpur,Hyderabad,"2 BHK Flat for Sale in Ameenpur, Hyderabad",7500000.0,1150.0,6521.739130434783,3,2,Apartment,,,
Ameenpur,Hyderabad,2 BHK 1296 Sq. Ft. Apartment,11300000.0,1296.0,8719.135802469134,2,2,Apartment,,,
Ameenpur,Hyderabad,2 BHK 1340 Sq. Ft. Apartment,11700000.0,1340.0,8731.34328358209,2,2,Apartment,,,
Ameenpur,Hyderabad,3 BHK 1909 Sq. Ft. Apartment,16700000.0,1909.0,8748.035620743845,3,3,Apartment,,,
Ameenpur,Hyderabad,3 BHK 2044 Sq. Ft. Apartment,17900000.0,2044.0,8757.3385518591,3,3,Apartment,,,
Ameenpur,Hyderabad,"2 BHK Flat for Sale in Ameenpur, Hyderabad",7100000.0,1100.0,6454.545454545455,2,2,Apartment,,,
Ameenpur,Hyderabad,"2 BHK Flat for Sale in Ameenpur, Hyderabad",6500000.0,1150.0,5652.173913043478,3,2,Apartment,,,
"Ameenpur, Hyderabad",Hyderabad,"5 BHK Villa for Sale in Ameenpur, Hyderabad",25000000.0,4158.0,6012.506012506013,3,5,Villa,,,
Ameenpur,Hyderabad,3 BHK 1601 Sq. Ft. Apartment,15200000.0,1601.0,9494.066208619612,3,3,Apartment,,,
Ameenpur,Hyderabad,3 BHK 2656 Sq. Ft. Apartment,25200000.0,2656.0,9487.951807228916,3,4,Apartment,,,
Ameenpur,Hyderabad,3 BHK 2064 Sq. Ft. Apartment,19600000.0,2064.0,9496.124031007752,3,3,Apartment,,,
Ameenpur,Hyderabad,3 BHK 1537 Sq. Ft. Apartment,14600000.0,1537.0,9499.024072869226,3,3,Apartment,,,
"Ameenpur, Hyderabad",Hyderabad,"4 BHK House for Sale in Ameenpur, Hyderabad",15500000.0,133.0,116541.3533834586,5,5,House,,,
"Ameenpur, Hyderabad",Hyderabad,"2 BHK Builder Floor for Sale in Ameenpur, Hyderabad",5510000.0,1056.0,5217.80303030303,2,2,Apartment,,,
"Ameenpur, Hyderabad",Hyderabad,"3 BHK Villa for Sale in Ameenpur, Hyderabad",19000000.0,226.0,84070.79646017699,5,4,Villa,,,
"Ameenpur, Hyderabad",Hyderabad,"2 BHK House for Sale in Ameenpur, Hyderabad",12000000.0,150.0,80000.0,5,2,House,,,
"Ameenpur, Hyderabad",Hyderabad,"2.5 BHK Flat for Sale in Ameenpur, Hyderabad",10500000.0,1333.0,7876.969242310578,1,2,Apartment,,,
Asif,Hyderabad,"6+ BHK House for Sale in Asif Nagar, Hyderabad",27000000.0,180.0,150000.0,5,4,Apartment,,,
Asif Nagar,Hyderabad,3 BHK 2025 Sq. Ft. Apartment,24100000.0,2025.0,11901.23456790123,3,3,Apartment,,,
Asif Nagar,Hyderabad,3 BHK 1868 Sq. Ft. Apartment,21000000.0,1868.0,11241.97002141328,3,3,Apartment,,,
Asif Nagar,Hyderabad,4 BHK 2530 Sq. Ft. Apartment,28500000.0,2530.0,11264.82213438735,4,3,Apartment,,,
Asif Nagar,Hyderabad,4 BHK 2635 Sq. Ft. Apartment,31500000.0,2635.0,11954.45920303605,4,4,Apartment,,,
"Kishan Nagar, Hyderabad",Hyderabad,"Plot for Sale in Kishan Nagar, Hyderabad",2400000.0,150.0,16000.0,5,3,Apartment,,,
Asif Nagar,Hyderabad,3 BHK 2125 Sq. Ft. Apartment,25360000.0,2125.0,11934.11764705882,3,3,Apartment,,,
Asif Nagar,Hyderabad,4 BHK 3500 Sq. Ft. Apartment,63180000.0,3500.0,18051.42857142857,4,5,Apartment,,,
Asif Nagar,Hyderabad,,28393436.88031823,2082.34965034965,13635.28784685638,3,3,Apartment,,,
"Kishan Nagar, Hyderabad",Hyderabad,"Plot for Sale in Kishan Nagar, Hyderabad",2400000.0,200.0,12000.0,5,3,Apartment,,,
"Kishan Nagar, Hyderabad",Hyderabad,"Plot for Sale in Kishan Nagar, Hyderabad",2650000.0,165.0,16060.60606060606,5,3,Apartment,,,
"Dattatreya Nagar, Hyderabad",Hyderabad,"Plot for Sale in Dattatreya Nagar, Hyderabad",31500000.0,605.0,52066.11570247934,1,2,Apartment,,,
"Vijayanagar Colony, Hyderabad",Hyderabad,"3 BHK House for Sale in Vijayanagar Colony, Hyderabad",22000000.0,167.0,131736.5269461078,5,3,Apartment,,,
"Vijayanagar Colony, Hyderabad",Hyderabad,"3 BHK House for Sale in Vijayanagar Colony, Hyderabad",4986000.0,165.0,30218.18181818182,5,3,House,,,
"Mehdipatnam, Hyderabad",Hyderabad,"3 BHK Flat for Sale in Mehdipatnam, Hyderabad",9300000.0,1446.0,6431.535269709543,3,3,Apartment,,,
"Murad Nagar, Hyderabad",Hyderabad,"3 BHK Flat for Sale in Murad Nagar, Hyderabad",9200000.0,1446.0,6362.378976486861,3,3,Apartment,,,
"Nampalli, Hyderabad",Hyderabad,"Plot for Sale in Nampalli, Hyderabad",1000000.0,258.0,3875.968992248062,5,3,Apartment,,,
Asif Nagar,Hyderabad,"3 BHK Flat for Sale in Lakdi Ka Pul, Hyderabad",20000000.0,1976.0,10121.45748987854,3,3,Apartment,,,
"Lakdi Ka Pul, Hyderabad",Hyderabad,"1 BHK Flat for Sale in Lakdi Ka Pul, Hyderabad",4200000.0,750.0,5600.0,3,1,Apartment,,,
"Humayun Nagar, Hyderabad",Hyderabad,"3 BHK Flat for Sale in Humayun Nagar, Hyderabad",11000000.0,1530.0,7189.542483660131,3,1,Apartment,,,
"Humayun Nagar, Hyderabad",Hyderabad,"Studio Flat for Sale in Humayun Nagar, Hyderabad",4500000.0,619.0,7269.789983844911,2,1,Apartment,,,
"Mehdipatnam, Hyderabad",Hyderabad,"4 BHK House for Sale in Mehdipatnam, Hyderabad",46000000.0,270.0,170370.3703703704,5,4,House,,,
Asif Nagar,Hyderabad,"3 BHK Flat for Sale in Lakdi Ka Pul, Hyderabad",19000000.0,1875.0,10133.33333333333,3,2,Apartment,,,
Asif Nagar,Hyderabad,"2 BHK Flat for Sale in Mehdipatnam, Hyderabad",7100000.0,956.0,7426.778242677824,2,2,Apartment,,,
"Masab Tank, Hyderabad",Hyderabad,"3 BHK Flat for Sale in Masab Tank, Hyderabad",11400000.0,1440.0,7916.666666666665,3,3,Apartment,,,
"Gudimalkapur, Hyderabad",Hyderabad,"3 BHK Flat for Sale in Gudimalkapur, Hyderabad",8800000.0,1350.0,6518.518518518518,3,2,Apartment,,,
Asif Nagar,Hyderabad,"3 BHK Flat for Sale in Masab Tank, Hyderabad",20000000.0,1887.0,10598.83412824589,3,3,Apartment,,,
"Shanthi Nagar, Hyderabad",Hyderabad,"3 BHK Flat for Sale in Shanthi Nagar, Hyderabad",22200000.0,1855.0,11967.65498652291,3,3,Apartment,,,
"Mehdipatnam, Hyderabad",Hyderabad,"3 BHK Flat for Sale in Mehdipatnam, Hyderabad",7500000.0,1200.0,6250.0,2,3,Apartment,,,
"Lakdi Ka Pul, Hyderabad",Hyderabad,"3 BHK Flat for Sale in Lakdi Ka Pul, Hyderabad",18000000.0,1811.0,9939.260077305356,3,2,Apartment,,,
"Lakdi Ka Pul, Hyderabad",Hyderabad,"3 BHK Flat for Sale in Lakdi Ka Pul, Hyderabad",18000000.0,1853.0,9713.977334052886,3,3,Apartment,,,
Attapur,Hyderabad,"3 BHK Flat for Sale in Attapur, Hyderabad",26200000.0,2680.0,9776.119402985074,5,3,Apartment,,,
Attapur,Hyderabad,3 BHK 2231 Sq. Ft. Apartment,16300000.0,2231.0,7306.140744060958,3,4,Apartment,,,
Attapur,Hyderabad,3 BHK 2386 Sq. Ft. Apartment,17400000.0,2386.0,7292.539815590947,3,3,Apartment,,,
Attapur,Hyderabad,4 BHK 2791 Sq. Ft. Apartment,20400000.0,2791.0,7309.208169115012,4,4,Apartment,,,
Attapur,Hyderabad,4 BHK 3720 Sq. Ft. Apartment,27200000.0,3720.0,7311.827956989248,4,4,Apartment,,,
"Attapur, Hyderabad",Hyderabad,"3 BHK Flat for Sale in Attapur, Hyderabad",11000000.0,1230.0,8943.08943089431,3,2,Apartment,,,
"Attapur, Hyderabad",Hyderabad,"2 BHK Flat for Sale in Attapur, Hyderabad",14000000.0,2025.0,6913.580246913581,3,3,Apartment,,,
Attapur,Hyderabad,2 BHK 1352 Sq. Ft. Apartment,12200000.0,1352.0,9023.668639053254,2,2,Apartment,,,
Attapur,Hyderabad,3 BHK 1680 Sq. Ft. Apartment,15100000.0,1680.0,8988.095238095239,3,3,Apartment,,,
Attapur,Hyderabad,3 BHK 2017 Sq. Ft. Apartment,18200000.0,2017.0,9023.3019335647,3,3,Apartment,,,
Attapur,Hyderabad,4 BHK 2904 Sq. Ft. Apartment,26100000.0,2904.0,8987.603305785124,4,4,Apartment,,,
Attapur,Hyderabad,4 BHK 3571 Sq. Ft. Apartment,32100000.0,3571.0,8989.078689442733,4,4,Apartment,,,
Know More About Attapur,Hyderabad,"— Md Ghouse, Real estate agent",28393436.88031823,2082.34965034965,13635.28784685638,3,3,Apartment,,,
Attapur,Hyderabad,,28393436.88031823,2082.34965034965,13635.28784685638,3,3,Apartment,,,
"Attapur, Hyderabad",Hyderabad,"3 BHK Flat for Sale in Attapur, Hyderabad",18500000.0,2300.0,8043.478260869565,3,3,Apartment,,,
Attapur,Hyderabad,"3 BHK Flat for Sale in Attapur, Hyderabad",20800000.0,2680.0,7761.194029850746,5,3,Apartment,,,
Attapur,Hyderabad,3 BHK 1571 Sq. Ft. Apartment,12900000.0,1571.0,8211.330362826226,3,3,Apartment,,,
Attapur,Hyderabad,3 BHK 2101 Sq. Ft. Apartment,17200000.0,2101.0,8186.577820085674,3,4,Apartment,,,
Attapur,Hyderabad,4 BHK 2407 Sq. Ft. Apartment,19700000.0,2407.0,8184.461985874533,4,4,Apartment,,,
Attapur,Hyderabad,4 BHK 3233 Sq. Ft. Apartment,26500000.0,3233.0,8196.72131147541,4,4,Apartment,,,
Attapur,Hyderabad,"3 BHK Flat for Sale in Attapur, Hyderabad",14000000.0,1604.0,8728.179551122195,3,3,Apartment,,,
Attapur,Hyderabad,"2 BHK Flat for Sale in Attapur, Hyderabad",8700000.0,1249.0,6965.572457966373,3,2,Apartment,,,
Attapur,Hyderabad,3 BHK 2290 Sq. Ft. Apartment,17400000.0,2290.0,7598.25327510917,3,3,Apartment,,,
Attapur,Hyderabad,3 BHK 2875 Sq. Ft. Apartment,21900000.0,2875.0,7617.391304347826,3,4,Apartment,,,
Attapur,Hyderabad,4 BHK 3370 Sq. Ft. Apartment,25600000.0,3370.0,7596.439169139466,4,4,Apartment,,,
Attapur,Hyderabad,4 BHK 4100 Sq. Ft. Apartment,31200000.0,4100.0,7609.756097560976,4,4,Apartment,,,
"Attapur, Hyderabad",Hyderabad,"2 BHK Flat for Sale in Attapur, Hyderabad",6500000.0,1170.0,5555.555555555556,2,1,Apartment,,,
Attapur,Hyderabad,"3 BHK Flat for Sale in Attapur, Hyderabad",10000000.0,1500.0,6666.666666666667,3,3,Apartment,,,
Attapur,Hyderabad,5 BHK 10634 Sq. Ft. Villa,152460000.0,10200.0,14337.03216099304,5,4,Villa,,,
Attapur,Hyderabad,5 BHK 11635 Sq. Ft. Villa,133160000.0,10200.0,11444.77868500215,5,3,Villa,,,
"Attapur, Hyderabad",Hyderabad,"6+ BHK House for Sale in Attapur, Hyderabad",40000000.0,250.0,160000.0,5,6,House,,,
"Attapur, Hyderabad",Hyderabad,"3 BHK House for Sale in Attapur, Hyderabad",16000000.0,185.0,86486.48648648648,5,2,House,,,
Attapur,Hyderabad,2 BHK 1179 Sq. Ft. Apartment,11100000.0,1179.0,9414.758269720103,2,2,Apartment,,,
Attapur,Hyderabad,2 BHK 1548 Sq. Ft. Apartment,14500000.0,1548.0,9366.925064599483,2,3,Apartment,,,
Attapur,Hyderabad,3 BHK 1631 Sq. Ft. Apartment,15300000.0,1631.0,9380.74800735745,3,3,Apartment,,,
Attapur,Hyderabad,3 BHK 2433 Sq. Ft. Apartment,22800000.0,2433.0,9371.1467324291,3,4,Apartment,,,
Attapur,Hyderabad,4 BHK 3348 Sq. Ft. Apartment,31400000.0,3348.0,9378.73357228196,4,4,Apartment,,,
